1267709673	20151012	201510	2015	2015.7726	VNM	VIETNAM	VNM								LAO	LAOS	LAO								1	051	051	05	1	3.4	2	1	2	11.4864864864865	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251009171500	https://en.vietnamplus.vn/vietnam-laos-strengthen-cooperation-across-multiple-fields-post330146.vnp
1267710792	20251009	202510	2025	2025.7644	MNCJPN	TOYOTA	JPN					MNC			MIL	CRUISER						MIL			1	010	010	01	1	0.0	1	1	1	-3.60824742268041	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710793	20251009	202510	2025	2025.7644	MNCJPN	TOYOTA	JPN					MNC			NGA	NIGERIA	NGA								1	192	192	19	4	-9.5	5	1	5	-3.60824742268041	4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	4	Babura, Jigawa, Nigeria	NI	NI39	191412	12.773	9.01583	-2001378	4	Babura, Jigawa, Nigeria	NI	NI39	191412	12.773	9.01583	-2001378	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710794	20251009	202510	2025	2025.7644	MNCUSA	NVIDIA	USA					MNC													1	0311	031	03	1	5.2	10	1	10	-0.4390779363337	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20251009171500	https://www.aljazeera.com/economy/2025/10/9/ai-investments-are-pulling-the-us-economy-forward-will-it-continue
1267710795	20251009	202510	2025	2025.7644	MNCUSA	NVIDIA	USA					MNC													0	039	039	03	1	5.0	4	1	4	-1.34228187919463	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20251009171500	https://focustaiwan.tw:443/business/202510090020
1267710796	20251009	202510	2025	2025.7644	MNCUSA	BLACKROCK	USA					MNC													1	042	042	04	1	1.9	6	1	6	6.14035087719298	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20251009171500	https://www.asiaasset.com/post/30139-fidelity-1009
1267710797	20251009	202510	2025	2025.7644	MNCUSA	NVIDIA	USA					MNC													0	043	043	04	1	2.8	4	1	4	-1.34228187919463	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20251009171500	https://focustaiwan.tw:443/business/202510090020
1267710798	20251009	202510	2025	2025.7644	MNCUSA	NVIDIA	USA					MNC													1	141	141	14	3	-6.5	10	1	10	1.75438596491228	0								0								0								20251009171500	https://www.pcgamesn.com/amd/radiance-core
1267710799	20251009	202510	2025	2025.7644	MNCUSA	BLACKROCK	USA					MNC			JPN	JAPAN	JPN								1	042	042	04	1	1.9	4	1	4	6.14035087719298	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20251009171500	https://www.asiaasset.com/post/30139-fidelity-1009
1267710800	20251009	202510	2025	2025.7644	MNCUSAMED	COMCAST	USA					MNC	MED												1	051	051	05	1	3.4	3	1	3	8.88888888888889	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20251009171500	https://www.prnewswire.com/news-releases/comcast-celebrates-dothan-with-new-peanut-sculptures-302580017.html
1267710801	20251009	202510	2025	2025.7644	MOSRAD	ISLAMIC				MOS		RAD			GBR	UNITED KINGDOM	GBR								1	1384	138	13	3	-7.0	10	1	10	-6.73316708229427	4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	20251009171500	https://www.express.co.uk/news/uk/2119318/islamic-extremist-plotted-deadly-mustard
1267710802	20251009	202510	2025	2025.7644	NGA	NIGERIAN	NGA																		1	010	010	01	1	0.0	8	1	8	0.58823529411765	4	Chika, Zamfara, Nigeria	NI	NI57	191424	12.3765	6.35837	-2003754	0								4	Chika, Zamfara, Nigeria	NI	NI57	191424	12.3765	6.35837	-2003754	20251009171500	https://www.pulse.ng/articles/lifestyle/50-50-dating-2025100916423921150
1267710803	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA																		0	020	020	02	1	3.0	2	1	2	0.42553191489362	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	0								5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20251009171500	https://leadership.ng/fct-minister-warns-against-sabotage-of-light-up-abuja-project/
1267710804	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA																		1	060	060	06	2	6.0	4	1	4	-3.68852459016393	4	Fufore, Nigeria (general), Nigeria	NI	NI00	191141	9.21667	12.65	-2007296	0								4	Fufore, Nigeria (general), Nigeria	NI	NI00	191141	9.21667	12.65	-2007296	20251009171500	https://www.miragenews.com/wfp-scales-up-anticipatory-action-in-northeast-1548906/
1267710805	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA																		1	070	070	07	2	7.0	4	1	4	-3.68852459016393	4	Adamawa, Nigeria (general), Nigeria	NI	NI00	23118	11.4833	10.9667	-1997189	0								4	Adamawa, Nigeria (general), Nigeria	NI	NI00	23118	11.4833	10.9667	-1997189	20251009171500	https://www.miragenews.com/wfp-scales-up-anticipatory-action-in-northeast-1548906/
1267710806	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA																		0	071	071	07	2	7.4	10	1	10	-3.68852459016393	4	Adamawa, Nigeria (general), Nigeria	NI	NI00	23118	11.4833	10.9667	-1997189	0								4	Adamawa, Nigeria (general), Nigeria	NI	NI00	23118	11.4833	10.9667	-1997189	20251009171500	https://www.miragenews.com/wfp-scales-up-anticipatory-action-in-northeast-1548906/
1267710807	20251009	202510	2025	2025.7644	NGA	NIGERIAN	NGA								GOV	GOVERNMENT						GOV			0	012	012	01	1	-0.4	10	1	10	-4.08719346049046	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20251009171500	https://dailypost.ng/2025/10/09/tackle-insecurity-by-apprehending-sponsors-clergyman-to-government/
1267710808	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								GOV	ADMINISTRATION						GOV			0	020	020	02	1	3.0	2	1	2	0.42553191489362	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20251009171500	https://leadership.ng/fct-minister-warns-against-sabotage-of-light-up-abuja-project/
1267710809	20251009	202510	2025	2025.7644	NGA	KADUNA	NGA								GOV	COUNCIL OF STATE						GOV			1	046	046	04	1	7.0	2	1	2	2.73972602739726	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251009171500	https://leadership.ng/council-of-state-okays-tinubus-nominee-as-new-npc-chair-pardons-82-prisoners/
1267710810	20251009	202510	2025	2025.7644	NGA	KADUNA	NGA								GOV	COUNCIL OF STATE						GOV			1	046	046	04	1	7.0	2	1	2	2.73972602739726	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251009171500	https://leadership.ng/council-of-state-okays-tinubus-nominee-as-new-npc-chair-pardons-82-prisoners/
1267710811	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								MDV	MALE	MDV								1	111	111	11	3	-2.0	2	1	2	2.12121212121212	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251009171500	https://www.dailycal.org/arts/visual-art/nimah-gobir-threads-memory-with-heritage-in-better-dey-come/article_7b60dc38-70d4-49e5-935f-ade6603c901b.html
1267710812	20251009	202510	2025	2025.7644	NGA	KADUNA	NGA								MED	CORRESPONDENT						MED			1	010	010	01	1	0.0	4	1	4	2.73972602739726	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20251009171500	https://leadership.ng/council-of-state-okays-tinubus-nominee-as-new-npc-chair-pardons-82-prisoners/
1267710813	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								MED	JOURNALIST						MED			1	173	173	17	4	-5.0	1	1	1	-3.60824742268041	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710814	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								MED	JOURNALIST						MED			1	173	173	17	4	-5.0	1	1	1	-3.60824742268041	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710815	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								MIL	SECURITY PERSONNEL						MIL			1	010	010	01	1	0.0	2	1	2	-4.44444444444445	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251009171500	https://dailypost.ng/2025/10/09/hes-been-consistent-on-nnamdi-kanus-case-since-2023-ibe-defends-atiku/
1267710816	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								NER	NIGER	NER								1	173	173	17	4	-5.0	2	1	2	-3.60824742268041	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710817	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								NER	NIGER	NER								1	173	173	17	4	-5.0	4	1	4	-3.60824742268041	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710818	20251009	202510	2025	2025.7644	NGA	ABUJA	NGA								NGAGOV	KADUNA	NGA					GOV			1	040	040	04	1	1.0	6	1	6	2.73972602739726	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251009171500	https://leadership.ng/council-of-state-okays-tinubus-nominee-as-new-npc-chair-pardons-82-prisoners/
1267710819	20251009	202510	2025	2025.7644	NGA	ABUJA	NGA								NGAGOV	KADUNA	NGA					GOV			1	046	046	04	1	7.0	6	1	6	2.73972602739726	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251009171500	https://leadership.ng/council-of-state-okays-tinubus-nominee-as-new-npc-chair-pardons-82-prisoners/
1267710820	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								NGAGOV	ATIKU ABUBAKAR	NGA					GOV			1	100	100	10	3	-5.0	4	1	4	-4.44444444444445	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251009171500	https://dailypost.ng/2025/10/09/hes-been-consistent-on-nnamdi-kanus-case-since-2023-ibe-defends-atiku/
1267710821	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								NGAGOV	ATIKU ABUBAKAR	NGA					GOV			1	1053	105	10	3	-5.0	4	1	4	-4.44444444444445	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251009171500	https://dailypost.ng/2025/10/09/hes-been-consistent-on-nnamdi-kanus-case-since-2023-ibe-defends-atiku/
1267710822	20251009	202510	2025	2025.7644	NGA	NIGERIA	NGA								NGAMED	NIGERIA	NGA					MED			1	173	173	17	4	-5.0	4	1	4	-3.60824742268041	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710823	20251009	202510	2025	2025.7644	NGAGOV	ATIKU ABUBAKAR	NGA					GOV													1	100	100	10	3	-5.0	3	1	3	-4.44444444444445	1	Nigeria	NI	NI		10	8	NI	0								1	Nigeria	NI	NI		10	8	NI	20251009171500	https://dailypost.ng/2025/10/09/hes-been-consistent-on-nnamdi-kanus-case-since-2023-ibe-defends-atiku/
1267710824	20251009	202510	2025	2025.7644	NGAGOV	ATIKU ABUBAKAR	NGA					GOV													1	1053	105	10	3	-5.0	3	1	3	-4.44444444444445	1	Nigeria	NI	NI		10	8	NI	0								1	Nigeria	NI	NI		10	8	NI	20251009171500	https://dailypost.ng/2025/10/09/hes-been-consistent-on-nnamdi-kanus-case-since-2023-ibe-defends-atiku/
1267710825	20251009	202510	2025	2025.7644	NGAGOV	KADUNA	NGA					GOV			MED	CORRESPONDENT						MED			1	010	010	01	1	0.0	6	1	6	2.73972602739726	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20251009171500	https://leadership.ng/council-of-state-okays-tinubus-nominee-as-new-npc-chair-pardons-82-prisoners/
1267710826	20251009	202510	2025	2025.7644	NGAGOV	KADUNA	NGA					GOV			NGA	ABUJA	NGA								1	040	040	04	1	1.0	6	1	6	2.73972602739726	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251009171500	https://leadership.ng/council-of-state-okays-tinubus-nominee-as-new-npc-chair-pardons-82-prisoners/
1267710827	20251009	202510	2025	2025.7644	NGAGOV	KADUNA	NGA					GOV			NGA	ABUJA	NGA								1	046	046	04	1	7.0	6	1	6	2.73972602739726	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20251009171500	https://leadership.ng/council-of-state-okays-tinubus-nominee-as-new-npc-chair-pardons-82-prisoners/
1267710828	20251009	202510	2025	2025.7644	NGAGOV	NIGERIA	NGA					GOV			UAF	TERRORIST						UAF			1	173	173	17	4	-5.0	2	1	2	-4.08719346049046	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20251009171500	https://dailypost.ng/2025/10/09/tackle-insecurity-by-apprehending-sponsors-clergyman-to-government/
1267710829	20251009	202510	2025	2025.7644	NGOHLHIRC	INTERNATIONAL COMMITTEE OF THE RED CROSS		IRC				NGO	HLH												0	043	043	04	1	2.8	5	1	5	8.59774820880247	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://www.newsweek.com/maga-trump-win-nobel-peace-prize-israel-hamas-10855209
1267710830	20251009	202510	2025	2025.7644	NGOHLHIRC	INTERNATIONAL COMMITTEE OF THE RED CROSS		IRC				NGO	HLH		CHRPRO310	QUAKER				CHR	PRO				0	043	043	04	1	2.8	5	1	5	8.59774820880247	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://www.newsweek.com/maga-trump-win-nobel-peace-prize-israel-hamas-10855209
1267710831	20251009	202510	2025	2025.7644	NOR	NORWAY	NOR																		0	192	192	19	4	-9.5	10	1	10	3.13971742543172	4	Stavanger, Rogaland, Norway	NO	NO14	23433	58.9667	5.75	-280816	0								4	Stavanger, Rogaland, Norway	NO	NO14	23433	58.9667	5.75	-280816	20251009171500	https://www.computerweekly.com/news/366632597/AI-and-autonomous-vehicles-drive-UAEs-first-commercial-electric-truck-fleet
1267710832	20251009	202510	2025	2025.7644	NOR	NORWAY	NOR								USA	WASHINGTON	USA								0	036	036	03	1	4.0	8	1	8	5.7356608478803	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.irishtimes.com/world/europe/2025/10/09/donald-trumps-push-for-nobel-peace-prize-puts-norway-in-diplomatic-bind/
1267710833	20251009	202510	2025	2025.7644	NOR	NORWAY	NOR								USA	WASHINGTON	USA								0	036	036	03	1	4.0	2	1	2	5.7356608478803	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.irishtimes.com/world/europe/2025/10/09/donald-trumps-push-for-nobel-peace-prize-puts-norway-in-diplomatic-bind/
1267710834	20251009	202510	2025	2025.7644	NOR	NORWAY	NOR								USA	THE US	USA								0	046	046	04	1	7.0	8	1	8	5.7356608478803	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20251009171500	https://www.irishtimes.com/world/europe/2025/10/09/donald-trumps-push-for-nobel-peace-prize-puts-norway-in-diplomatic-bind/
1267710835	20251009	202510	2025	2025.7644	NOR	NORWAY	NOR								USA	THE US	USA								0	046	046	04	1	7.0	2	1	2	5.7356608478803	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251009171500	https://www.irishtimes.com/world/europe/2025/10/09/donald-trumps-push-for-nobel-peace-prize-puts-norway-in-diplomatic-bind/
1267710836	20251009	202510	2025	2025.7644	NPL	PARSA	NPL								GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	10	1	10	4.64852607709751	0								0								0								20251009171500	https://caledoncitizen.com/community-living-dufferin-holds-inaugural-fundraiser-featuring-campfire-poets/
1267710837	20251009	202510	2025	2025.7644	NRMWLN060	NARCOTICS ANONYMOUS				NRM					IRL	IRELAND	IRL								0	043	043	04	1	2.8	4	1	4	-5.20094562647754	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251009171500	https://dublinpeople.com/news/court/articles/2025/10/09/serious-car-accident-guilty/
1267710838	20251009	202510	2025	2025.7644	NZL	KIWI	NZL																		1	020	020	02	1	3.0	10	1	10	10.9090909090909	0								0								0								20251009171500	https://www.rnz.co.nz/life/music/new-band-introduced-to-new-zealand-music-hall-of-fame
1267710839	20251009	202510	2025	2025.7644	NZL	NEW ZEALAND	NZL								BUS	COMPANY						BUS			0	030	030	03	1	4.0	10	1	10	4.40251572327044	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20251009171500	https://www.nutraingredients.com/Article/2025/10/09/winners-of-the-nutra-healthspan-innovators-competition-announced/
1267710840	20251009	202510	2025	2025.7644	OPP	PROTESTER						OPP													0	027	027	02	1	4.0	4	1	4	-3.22939866369711	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://huntnewsnu.com/88776/city/metro/pro-palestine-protest-takes-over-boston-common-on-war-anniversary-several-people-arrested-injured/
1267710841	20251009	202510	2025	2025.7644	OPP	PROTESTER						OPP													1	033	033	03	1	5.2	6	2	6	-5.85973264969786	4	Karura, Nairobi Area, Kenya	KE	KE05	18585	-1.22609	36.7816	-2249138	0								4	Karura, Nairobi Area, Kenya	KE	KE05	18585	-1.22609	36.7816	-2249138	20251009171500	https://www.capitalfm.co.ke/news/2025/10/runda-residents-demonstrate-over-illegal-attempt-to-grab-public-land/
1267710842	20251009	202510	2025	2025.7644	OPP	PROTESTER						OPP													0	060	060	06	2	6.0	10	1	10	-3.22939866369711	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://huntnewsnu.com/88776/city/metro/pro-palestine-protest-takes-over-boston-common-on-war-anniversary-several-people-arrested-injured/
